Caso 1: N=550307962409600896, O=449999999999999999
Caso 583: N=149924445166404576, O=148899999999999999
Caso 584: N=195668876263438432, O=189999999999999999
Caso 585: N=260449890797853408, O=259999999999999999
Caso 586: N=215118268172046592, O=199999999999999999
Caso 587: N=643996868827010048, O=599999999999999999
Caso 588: N=500249507067252928, O=499999999999999999
Caso 589: N=751642499944157440, O=699999999999999999
Caso 590: N=750262714035233536, O=699999999999999999
Caso 591: N=98288862396414880, O=89999999999999999
Caso 592: N=190279237105680288, O=189999999999999999
Caso 593: N=378590664056205248, O=377999999999999999
Caso 594: N=720094580645213568, O=699999999999999999
Caso 595: N=16368728786714470, O=15999999999999999
Caso 596: N=20440931555723240, O=19999999999999999
Caso 597: N=945836169233711872, O=899999999999999999
Caso 598: N=660037937962423936, O=559999999999999999
Caso 599: N=462993378528070336, O=459999999999999999
Caso 600: N=920314469761531008, O=899999999999999999
Caso 601: N=137695834643274288, O=136999999999999999
Caso 602: N=532301492433746560, O=499999999999999999
Caso 603: N=631990446404958464, O=599999999999999999
Caso 604: N=337966418121813824, O=337899999999999999
Caso 605: N=622294335776892928, O=599999999999999999
Caso 606: N=910432077878487168, O=899999999999999999
Caso 607: N=118925894147335232, O=118899999999999999
Caso 608: N=836489447450926848, O=799999999999999999
Caso 609: N=266586269217861536, O=255999999999999999
Caso 610: N=951073950168135040, O=899999999999999999
Caso 611: N=96951652680194352, O=89999999999999999
Caso 612: N=665567814950768256, O=559999999999999999
Caso 613: N=796016730671648512, O=789999999999999999
Caso 614: N=326670227692841728, O=299999999999999999
Caso 615: N=403798583340354816, O=399999999999999999
Caso 616: N=535028334483499392, O=499999999999999999
Caso 617: N=745164027662815616, O=699999999999999999
Caso 618: N=625851076130139648, O=599999999999999999
Caso 619: N=13699877221242218, O=13688999999999999
Caso 620: N=228468643872580032, O=227999999999999999
Caso 621: N=214653958721906080, O=199999999999999999
Caso 622: N=467510692082264896, O=466999999999999999
Caso 623: N=490100962160532672, O=489999999999999999
Caso 624: N=12437764400180074, O=12399999999999999
Caso 625: N=774830320629488256, O=669999999999999999
Caso 626: N=720083211337839616, O=699999999999999999
Caso 627: N=793331618952518912, O=789999999999999999
Caso 628: N=20276564605839152, O=19999999999999999
Caso 629: N=838111386481854464, O=799999999999999999
Caso 630: N=769285161748735616, O=699999999999999999
Caso 631: N=251986885146679232, O=249999999999999999
Caso 632: N=919608607488168320, O=899999999999999999
Caso 633: N=959657909162733312, O=899999999999999999
Caso 634: N=735600413603980160, O=699999999999999999
Caso 635: N=597583240914308224, O=589999999999999999
Caso 636: N=208604753751005280, O=199999999999999999
Caso 637: N=819922869701501184, O=799999999999999999
Caso 638: N=907040770075142400, O=899999999999999999
Caso 639: N=709127091548141312, O=699999999999999999
Caso 640: N=428527500893356032, O=399999999999999999
Caso 641: N=92849092156525152, O=89999999999999999
Caso 642: N=423223592173620736, O=399999999999999999
Caso 643: N=117552850740635264, O=116999999999999999
Caso 644: N=428694014369782720, O=399999999999999999
Caso 645: N=9925825414100032, O=8899999999999999
Caso 646: N=423565587176531904, O=399999999999999999
Caso 647: N=379558151777740096, O=378999999999999999
Caso 648: N=574879675907466368, O=569999999999999999
Caso 649: N=193010639731828096, O=189999999999999999
Caso 650: N=455399553679338944, O=444999999999999999
Caso 651: N=146184198012147872, O=145999999999999999
Caso 652: N=453316496939400704, O=449999999999999999
Caso 653: N=247768785102301728, O=246699999999999999
Caso 654: N=927078678936186496, O=899999999999999999
Caso 655: N=123559279286236560, O=123558999999999999
Caso 656: N=189824009784838816, O=188999999999999999
Caso 657: N=684776766132726784, O=679999999999999999
Caso 658: N=786641282581019520, O=779999999999999999
Caso 659: N=151544204551986016, O=149999999999999999
Caso 660: N=977242482440023552, O=899999999999999999
Caso 661: N=966782807523752064, O=899999999999999999
Caso 662: N=408365802736463808, O=399999999999999999
Caso 663: N=310588312864566784, O=299999999999999999
Caso 664: N=784221724907407744, O=779999999999999999
Caso 665: N=868311746101607296, O=799999999999999999
Caso 666: N=877554648872098688, O=799999999999999999
Caso 667: N=307925181213781120, O=299999999999999999
Caso 668: N=504551249925128576, O=499999999999999999
Caso 669: N=877747746071958016, O=799999999999999999
Caso 670: N=478142426267235584, O=477999999999999999
Caso 671: N=391307894983312064, O=389999999999999999
Caso 672: N=998600012830097792, O=889999999999999999
Caso 673: N=72222828745146288, O=69999999999999999
Caso 674: N=208232739559422464, O=199999999999999999
Caso 675: N=691802892744349824, O=689999999999999999
Caso 676: N=577067740103394176, O=566999999999999999
Caso 677: N=752085010023466112, O=699999999999999999
Caso 678: N=575424746241084096, O=569999999999999999
Caso 679: N=206733397044804640, O=199999999999999999
Caso 680: N=482131611144409280, O=479999999999999999
Caso 681: N=134415328523378672, O=133399999999999999
Caso 682: N=756799133358459392, O=699999999999999999
Caso 683: N=599681948953321088, O=588999999999999999
Caso 684: N=832205552994198784, O=799999999999999999
Caso 685: N=574007583579177472, O=569999999999999999
Caso 686: N=447690505156804416, O=446999999999999999
Caso 687: N=616533520299787136, O=599999999999999999
Caso 688: N=313911945968544640, O=299999999999999999
Caso 689: N=105420763440438272, O=99999999999999999
Caso 690: N=368881382166251968, O=367779999999999999
Caso 691: N=194859586914710400, O=189999999999999999
Caso 692: N=628498326461399296, O=599999999999999999
Caso 693: N=581159024007229952, O=579999999999999999
Caso 694: N=453610424501402240, O=449999999999999999
Caso 695: N=278515041347639936, O=277999999999999999
Caso 696: N=329814756243140032, O=299999999999999999
Caso 697: N=318729301671053184, O=299999999999999999
Caso 698: N=193795817588170336, O=189999999999999999
Caso 699: N=940139195772810624, O=899999999999999999
Caso 700: N=227100011335749088, O=226999999999999999
Caso 701: N=963272403960945664, O=899999999999999999
Caso 702: N=489131836465295232, O=488999999999999999
Caso 703: N=661322966248221312, O=559999999999999999
Caso 704: N=968207626376437888, O=899999999999999999
Caso 705: N=222658049803062816, O=222599999999999999
Caso 706: N=613225236653496320, O=599999999999999999
Caso 707: N=523524760636124096, O=499999999999999999
Caso 708: N=767535933468429824, O=699999999999999999
Caso 709: N=238380494596182368, O=237999999999999999
Caso 710: N=587695474121942528, O=579999999999999999
Caso 711: N=622387092777755904, O=599999999999999999
Caso 712: N=497808604188285760, O=489999999999999999
Caso 713: N=618285959642299648, O=599999999999999999
Caso 714: N=338170309324420160, O=337999999999999999
Caso 715: N=233927539878798656, O=233899999999999999
Caso 716: N=525985359591734208, O=499999999999999999
Caso 717: N=576108549442358592, O=569999999999999999
Caso 718: N=495366994696028736, O=489999999999999999
Caso 719: N=133146565231784912, O=122999999999999999
Caso 720: N=740965174234605952, O=699999999999999999
Caso 721: N=197987222036230528, O=189999999999999999
Caso 722: N=599956209779411840, O=588899999999999999
Caso 723: N=993916234289682688, O=889999999999999999
Caso 724: N=194377181657893088, O=189999999999999999
Caso 725: N=587580754683490944, O=579999999999999999
Caso 726: N=771664084112716416, O=669999999999999999
Caso 727: N=983583458560512640, O=899999999999999999
Caso 728: N=655636994429716608, O=599999999999999999
Caso 729: N=529093753299343936, O=499999999999999999
Caso 730: N=611075753659806208, O=599999999999999999
Caso 731: N=506541791025106880, O=499999999999999999
Caso 732: N=168579816511692192, O=167999999999999999
Caso 733: N=351471713254096768, O=349999999999999999
Caso 734: N=216860829210804736, O=199999999999999999
Caso 735: N=548096640963438656, O=499999999999999999
Caso 736: N=389363211562734784, O=388999999999999999
Caso 737: N=877218426629844480, O=799999999999999999
Caso 738: N=721650193083274880, O=699999999999999999
Caso 739: N=223268152959569376, O=222999999999999999
Caso 740: N=83966570489423680, O=79999999999999999
Caso 741: N=695734408385907840, O=689999999999999999
Caso 742: N=676550168559403776, O=669999999999999999
Caso 743: N=944747316807059456, O=899999999999999999
Caso 744: N=668496143605053824, O=667999999999999999
Caso 745: N=513770361905796288, O=499999999999999999
Caso 746: N=947288795150833024, O=899999999999999999
Caso 747: N=90040357160757760, O=89999999999999999
Caso 748: N=86637737163171584, O=79999999999999999
Caso 749: N=4535261501609655, O=4499999999999999
Caso 750: N=524246115711542784, O=499999999999999999
Caso 751: N=169907342530334784, O=168899999999999999
Caso 752: N=635982196559185152, O=599999999999999999
Caso 753: N=402193054532344192, O=399999999999999999
Caso 754: N=794128810236467584, O=789999999999999999
Caso 755: N=278520898202308640, O=277999999999999999
Caso 756: N=578580759779363840, O=577999999999999999
Caso 757: N=69928452797870520, O=68899999999999999
Caso 758: N=372806647790710016, O=369999999999999999
Caso 759: N=40341546038349384, O=39999999999999999
Caso 760: N=500971483370995968, O=499999999999999999
Caso 761: N=407457081411252608, O=399999999999999999
Caso 762: N=556836709916878144, O=556799999999999999
Caso 763: N=359525976107577088, O=358999999999999999
Caso 764: N=425049465840267584, O=399999999999999999
Caso 765: N=757799888445875584, O=699999999999999999
Caso 766: N=815458647769935360, O=799999999999999999
Caso 767: N=24755626536605124, O=24699999999999999
Caso 768: N=613537184018984192, O=599999999999999999
Caso 769: N=423338574486321536, O=399999999999999999
Caso 770: N=515352189071707904, O=499999999999999999
Caso 771: N=625692537187237632, O=599999999999999999
Caso 772: N=862443981048841728, O=799999999999999999
Caso 773: N=507612528266213632, O=499999999999999999
Caso 774: N=247206188220187808, O=246999999999999999
Caso 775: N=296840291611667456, O=289999999999999999
Caso 776: N=827786121753203200, O=799999999999999999
Caso 777: N=62014238811022192, O=59999999999999999
Caso 778: N=706155968473944704, O=699999999999999999
Caso 779: N=520407675409922496, O=499999999999999999
Caso 780: N=594972307713884800, O=589999999999999999
Caso 781: N=935484463634711168, O=899999999999999999
Caso 782: N=67403418227826360, O=66999999999999999
Caso 783: N=591843558687888384, O=589999999999999999
Caso 784: N=266641676553864608, O=255599999999999999
Caso 785: N=800504887902875648, O=799999999999999999
Caso 786: N=193842959456101184, O=189999999999999999
Caso 787: N=380031354722783680, O=379999999999999999
Caso 788: N=818374824658602368, O=799999999999999999
Caso 789: N=60130319537234136, O=59999999999999999
Caso 790: N=814273050685235072, O=799999999999999999
Caso 791: N=698701914918834816, O=689999999999999999
Caso 792: N=851580294715393152, O=799999999999999999
Caso 793: N=728498101967562752, O=699999999999999999
Caso 794: N=18781745015461924, O=17999999999999999
Caso 795: N=946443982708282752, O=899999999999999999
Caso 796: N=158993073709140064, O=158889999999999999
Caso 797: N=921198167742172032, O=899999999999999999
Caso 798: N=32152181040957296, O=29999999999999999
Caso 799: N=669761852861209984, O=668999999999999999
Caso 800: N=210602842285833696, O=199999999999999999
Caso 801: N=292081676283483392, O=289999999999999999
Caso 802: N=246641707976010496, O=245599999999999999
Caso 803: N=356949758741190272, O=356899999999999999
Caso 804: N=766464141960275200, O=699999999999999999
Caso 805: N=609532323842948224, O=599999999999999999
Caso 806: N=922246173943139200, O=899999999999999999
Caso 807: N=80123139091571200, O=79999999999999999
Caso 808: N=827722158124932224, O=799999999999999999
Caso 809: N=677918904914010496, O=677899999999999999
Caso 810: N=795569095846452224, O=789999999999999999
Caso 811: N=568567408988486592, O=567999999999999999
Caso 812: N=48321550409394120, O=47999999999999999
Caso 813: N=978893864961987072, O=899999999999999999
Caso 814: N=77672237103889488, O=66999999999999999
Caso 815: N=918634625308473344, O=899999999999999999
Caso 816: N=547247868046273024, O=499999999999999999
Caso 817: N=732397046663189888, O=699999999999999999
Caso 818: N=966793405146007040, O=899999999999999999
Caso 819: N=423739283570209408, O=399999999999999999
Caso 820: N=784784382839040640, O=779999999999999999
Caso 821: N=558669889068989952, O=557999999999999999
Caso 822: N=853573679588683520, O=799999999999999999
Caso 823: N=942574458269243392, O=899999999999999999
Caso 824: N=796149853059700608, O=789999999999999999
Caso 825: N=560280145101999552, O=559999999999999999
Caso 826: N=854444979956618624, O=799999999999999999
Caso 827: N=814490137651297024, O=799999999999999999
Caso 828: N=612015423978135552, O=599999999999999999
Caso 829: N=437102734306762688, O=399999999999999999
Caso 830: N=173086362099714624, O=169999999999999999
Caso 831: N=578045386345304064, O=577999999999999999
Caso 832: N=137781664147405888, O=137779999999999999
Caso 833: N=197397527229183232, O=189999999999999999
Caso 834: N=60365378836607528, O=59999999999999999
Caso 835: N=652066966663243520, O=599999999999999999
Caso 836: N=112129973766924352, O=111999999999999999
Caso 837: N=134570469850089808, O=134569999999999999
Caso 838: N=819938358809058176, O=799999999999999999
Caso 839: N=698116773176094720, O=689999999999999999
Caso 840: N=20244807203325220, O=19999999999999999
Caso 841: N=1899160044347314, O=1888999999999999
Caso 842: N=389691755031702144, O=388999999999999999
Caso 843: N=599090986457617024, O=588999999999999999
Caso 844: N=998236307921428096, O=889999999999999999
Caso 845: N=736450048054251136, O=699999999999999999
Caso 846: N=518464122243714944, O=499999999999999999
Caso 847: N=860744381283955200, O=799999999999999999
Caso 848: N=832675779165102976, O=799999999999999999
Caso 849: N=658609197047917312, O=599999999999999999
Caso 850: N=452996230423769472, O=449999999999999999
Caso 851: N=771253001930387584, O=669999999999999999
Caso 852: N=132789116346331840, O=129999999999999999
Caso 853: N=805094034537906048, O=799999999999999999
Caso 854: N=351814655066140288, O=349999999999999999
Caso 855: N=838499275359699456, O=799999999999999999
